event_type,timestamp,x,y,is_click,mood
move,1765280860.881778,449.15234375,439.44921875,0,calm
move,1765280860.8896189,445.11328125,449.5390625,0,calm
move,1765280860.895489,442.36328125,462.59375,0,calm
move,1765280860.903868,440.2890625,476.41015625,0,calm
move,1765280860.91066,439.5859375,492.515625,0,calm
move,1765280860.9185312,439.5859375,510.1484375,0,calm
move,1765280860.925459,440.99609375,527.78125,0,calm
move,1765280860.9327328,443.109375,545.4140625,0,calm
move,1765280860.9405482,446.69921875,564.08984375,0,calm
move,1765280860.948621,452.4453125,582.046875,0,calm
move,1765280860.955532,459.62890625,599.2890625,0,calm
move,1765280860.962446,469.68359375,615.8125,0,calm
move,1765280860.970496,474.8984375,622.98046875,0,calm
move,1765280860.978423,489.27734375,638.1171875,0,calm
move,1765280860.9855418,505.171875,650.984375,0,calm
move,1765280860.992426,523.3359375,661.578125,0,calm
move,1765280861.0005639,542.2578125,669.90234375,0,calm
move,1765280861.008492,560.93359375,674.2109375,0,calm
move,1765280861.015583,581.37109375,675.72265625,0,calm
move,1765280861.0225658,603.56640625,675.72265625,0,calm
move,1765280861.030464,627.51953125,673.2421875,0,calm
move,1765280861.0374012,652.375,666.3828125,0,calm
move,1765280861.045343,678.07421875,656.6328125,0,calm
move,1765280861.0533812,702.07421875,645.48828125,0,calm
move,1765280861.0603452,710.7421875,640.15234375,0,calm
move,1765280861.0683699,731.390625,626.93359375,0,calm
move,1765280861.075298,750.38671875,611.23828125,0,calm
move,1765280861.082474,766.23828125,595.3828125,0,calm
move,1765280861.0903559,779.10546875,578.7265625,0,calm
move,1765280861.09729,789.16015625,562.91796875,0,calm
move,1765280861.105346,796.83203125,548.96484375,0,calm
move,1765280861.1122718,801.69140625,535.07421875,0,calm
move,1765280861.1201549,804.4375,522.015625,0,calm
move,1765280861.128067,805.79296875,510.484375,0,calm
move,1765280861.13505,805.79296875,505.82421875,0,calm
move,1765280861.143136,805.79296875,495.8203125,0,calm
move,1765280861.150243,803.8125,486.578125,0,calm
move,1765280861.158276,801.203125,478.1015625,0,calm
move,1765280861.1653361,797.98828125,471.03125,0,calm
move,1765280861.1754072,792.76953125,463.859375,0,calm
move,1765280861.182425,788.55078125,460.2421875,0,calm
move,1765280861.1893709,783.890625,458.4921875,0,calm
move,1765280861.1964312,779.9921875,457.37890625,0,calm
move,1765280861.203091,779.1171875,457.0859375,0,calm
move,1765280861.211895,776.734375,456.609375,0,calm
move,1765280861.220054,774.3515625,456.609375,0,calm
move,1765280861.227027,773.4765625,456.609375,0,calm
move,1765280861.235146,773.015625,456.609375,0,calm
move,1765280861.24208,772.78515625,456.609375,0,calm
move,1765280861.249494,772.5546875,456.609375,0,calm
move,1765280861.256758,772.32421875,456.609375,0,calm
move,1765280861.287297,772.09375,456.609375,0,calm
move,1765280861.704746,772.3203125,456.609375,0,calm
move,1765280861.712696,773.19140625,456.31640625,0,calm
move,1765280861.720311,774.0625,456.31640625,0,calm
move,1765280861.727272,774.93359375,456.31640625,0,calm
move,1765280861.73504,775.16015625,456.31640625,0,calm
move,1765280861.742181,776.03125,455.73046875,0,calm
move,1765280861.750248,776.2578125,455.5,0,calm
move,1765280861.757094,777.12890625,455.5,0,calm
move,1765280861.765344,778.0,455.20703125,0,calm
move,1765280861.7727098,779.625,455.20703125,0,calm
move,1765280861.7805161,780.49609375,454.9140625,0,calm
move,1765280861.787622,781.3671875,454.62109375,0,calm
move,1765280861.795052,782.23828125,454.03515625,0,calm
move,1765280861.801993,782.6953125,453.57421875,0,calm
move,1765280861.810176,782.921875,453.34375,0,calm
move,1765280861.8323689,782.921875,453.11328125,0,calm
move,1765280861.856153,782.046875,452.52734375,0,calm
move,1765280861.8562088,777.96875,450.1953125,0,calm
move,1765280861.8655202,775.5859375,449.71875,0,calm
move,1765280861.872532,768.515625,446.50390625,0,calm
move,1765280861.880406,761.56640625,443.9765625,0,calm
move,1765280861.887398,754.49609375,440.76171875,0,calm
move,1765280861.895344,746.671875,437.5,0,calm
move,1765280861.902418,738.1953125,434.23828125,0,calm
move,1765280861.910344,728.953125,430.9375,0,calm
move,1765280861.915601,718.94921875,427.6015625,0,calm
move,1765280861.924334,714.2890625,425.8515625,0,calm
move,1765280861.932468,702.7578125,423.81640625,0,calm
move,1765280861.939311,691.2265625,421.78125,0,calm
move,1765280861.947119,679.6953125,419.74609375,0,calm
move,1765280861.954232,667.40234375,417.01171875,0,calm
move,1765280861.962175,654.34375,414.26171875,0,calm
move,1765280861.968629,640.5234375,411.49609375,0,calm
move,1765280861.9767501,626.703125,409.421875,0,calm
move,1765280861.983818,612.12109375,406.640625,0,calm
move,1765280861.9918249,596.7734375,403.84765625,0,calm
move,1765280861.99881,581.42578125,401.0546875,0,calm
move,1765280862.006897,565.31640625,398.25,0,calm
move,1765280862.014133,551.49609375,396.17578125,0,calm
move,1765280862.0205288,545.30859375,395.5546875,0,calm
move,1765280862.0303428,533.77734375,394.1953125,0,calm
move,1765280862.037365,523.01171875,392.84765625,0,calm
move,1765280862.045323,514.53515625,392.1953125,0,calm
move,1765280862.0523782,506.8203125,391.55078125,0,calm
move,1765280862.060246,499.87109375,391.55078125,0,calm
move,1765280862.067334,494.44921875,391.55078125,0,calm
move,1765280862.075399,486.734375,392.19140625,0,calm
move,1765280862.082463,482.65625,395.1015625,0,calm
move,1765280862.090336,480.75,396.52734375,0,calm
move,1765280862.097276,475.6953125,401.578125,0,calm
move,1765280862.105398,470.55078125,407.359375,0,calm
move,1765280862.112298,464.6796875,413.875,0,calm
move,1765280862.119501,459.4609375,421.04296875,0,calm
move,1765280862.125485,454.89453125,428.86328125,0,calm
move,1765280862.135454,450.328125,436.03125,0,calm
move,1765280862.1424289,446.4140625,443.8515625,0,calm
move,1765280862.1503592,442.453125,452.4296875,0,calm
move,1765280862.157332,438.4921875,461.0078125,0,calm
move,1765280862.1654458,435.19140625,470.24609375,0,calm
move,1765280862.172349,431.890625,479.484375,0,calm
move,1765280862.180326,428.62890625,487.95703125,0,calm
move,1765280862.18737,424.66796875,496.53515625,0,calm
move,1765280862.1950028,423.5546875,500.4296875,0,calm
move,1765280862.201814,420.29296875,508.90234375,0,calm
move,1765280862.208965,417.71875,516.61328125,0,calm
move,1765280862.217178,415.109375,525.0859375,0,calm
move,1765280862.223155,413.1796875,532.796875,0,calm
move,1765280862.2312782,411.890625,540.5078125,0,calm
move,1765280862.239021,411.24609375,548.21875,0,calm
move,1765280862.2471218,410.5859375,557.45703125,0,calm
move,1765280862.2541912,410.5859375,562.11328125,0,calm
move,1765280862.262125,410.29296875,562.984375,0,calm
move,1765280862.269171,410.29296875,567.640625,0,calm
move,1765280862.27713,410.29296875,567.8671875,0,calm
move,1765280862.284207,410.0625,568.32421875,0,calm
move,1765280862.2921128,410.0625,568.55078125,0,calm
move,1765280862.299221,410.0625,568.77734375,0,calm
move,1765280862.837684,410.2890625,569.00390625,0,calm
move,1765280862.8385038,410.2890625,569.4609375,0,calm
move,1765280862.8469388,410.515625,569.91796875,0,calm
move,1765280862.8548522,412.078125,573.046875,0,calm
move,1765280862.861412,414.30078125,576.3828125,0,calm
move,1765280862.869477,417.390625,581.94921875,0,calm
move,1765280862.8764532,419.71875,586.0234375,0,calm
move,1765280862.884523,423.4296875,590.96875,0,calm
move,1765280862.891448,426.33984375,595.04296875,0,calm
move,1765280862.899534,429.25,599.1171875,0,calm
move,1765280862.9065359,430.67578125,601.01953125,0,calm
move,1765280862.9150112,434.16796875,604.51171875,0,calm
move,1765280862.9219909,438.3828125,608.7265625,0,calm
move,1765280862.9298959,442.59765625,612.33984375,0,calm
move,1765280862.937054,448.1640625,616.05078125,0,calm
move,1765280862.94308,454.58984375,620.546875,0,calm
move,1765280862.9520252,460.90625,623.703125,0,calm
move,1765280862.959946,467.97265625,626.9140625,0,calm
move,1765280862.968002,476.4453125,630.171875,0,calm
move,1765280862.97491,485.68359375,633.46875,0,calm
move,1765280862.982055,497.2109375,636.859375,0,calm
move,1765280862.990025,509.5,640.2734375,0,calm
move,1765280862.996981,521.7890625,642.3203125,0,calm
move,1765280863.00502,534.078125,643.0,0,calm
move,1765280863.0119061,545.60546875,643.67578125,0,calm
move,1765280863.0200472,555.60546875,644.33984375,0,calm
move,1765280863.0269408,560.26171875,644.33984375,0,calm
move,1765280863.0348108,569.5,644.33984375,0,calm
move,1765280863.04067,577.2109375,644.33984375,0,calm
move,1765280863.0485508,584.921875,644.33984375,0,calm
move,1765280863.056479,585.79296875,644.046875,0,calm
move,1765280863.064642,586.01953125,643.81640625,0,calm
move,1765280863.095663,585.7890625,643.35546875,0,calm
move,1765280863.095715,585.55859375,643.125,0,calm
move,1765280863.102061,584.97265625,642.25,0,calm
move,1765280863.110003,583.06640625,640.8203125,0,calm
move,1765280863.117012,582.60546875,640.58984375,0,calm
move,1765280863.124984,580.69921875,639.16015625,0,calm
move,1765280863.132171,577.359375,636.93359375,0,calm
move,1765280863.1398232,576.484375,636.640625,0,calm
move,1765280863.146025,572.5859375,634.96875,0,calm
move,1765280863.154803,569.453125,633.921875,0,calm
move,1765280863.161761,568.578125,633.62890625,0,calm
move,1765280863.1698291,564.6796875,632.515625,0,calm
move,1765280863.1766999,561.546875,632.515625,0,calm
move,1765280863.184525,561.0859375,632.515625,0,calm
move,1765280863.1914492,558.703125,632.515625,0,calm
move,1765280863.1993139,557.07421875,632.515625,0,calm
move,1765280863.2063391,556.61328125,632.515625,0,calm
move,1765280863.2144551,556.15234375,632.515625,0,calm
move,1765280863.221799,555.69140625,632.7421875,0,calm
move,1765280863.229801,555.4609375,632.7421875,0,calm
move,1765280863.236991,555.23046875,632.96875,0,calm
move,1765280863.244062,555.0,633.1953125,0,calm
move,1765280863.302003,555.0,632.96484375,0,calm
move,1765280863.3040252,554.76953125,632.50390625,0,calm
move,1765280863.311938,554.18359375,631.62890625,0,calm
move,1765280863.317605,553.3671875,630.0,0,calm
move,1765280863.3264341,550.20703125,623.6796875,0,calm
move,1765280863.334504,548.30078125,621.7734375,0,calm
move,1765280863.342004,546.39453125,619.8671875,0,calm
move,1765280863.348684,544.01171875,618.4375,0,calm
move,1765280863.355822,536.83984375,613.21875,0,calm
move,1765280863.364972,533.5,610.9921875,0,calm
move,1765280863.371922,527.1796875,607.83203125,0,calm
move,1765280863.3797262,520.859375,604.671875,0,calm
move,1765280863.387842,513.91015625,602.7734375,0,calm
move,1765280863.394731,507.72265625,600.9140625,0,calm
move,1765280863.402804,499.24609375,599.609375,0,calm
move,1765280863.4097202,495.34765625,599.609375,0,calm
move,1765280863.417799,495.1171875,599.609375,0,calm
move,1765280863.432857,495.34375,599.609375,0,calm
move,1765280863.439569,496.21484375,599.31640625,0,calm
move,1765280863.447499,502.3984375,598.6953125,0,calm
move,1765280863.4527922,505.52734375,598.6953125,0,calm
move,1765280863.462522,514.765625,598.6953125,0,calm
move,1765280863.469666,524.765625,598.6953125,0,calm
move,1765280863.4774919,536.29296875,598.6953125,0,calm
move,1765280863.4845812,548.58203125,598.6953125,0,calm
move,1765280863.4915478,560.109375,598.6953125,0,calm
move,1765280863.499605,571.63671875,599.37109375,0,calm
move,1765280863.506614,581.63671875,599.37109375,0,calm
move,1765280863.5149848,585.53125,599.92578125,0,calm
move,1765280863.522937,594.00390625,600.57421875,0,calm
move,1765280863.529781,602.4765625,602.52734375,0,calm
move,1765280863.5378308,603.34765625,603.109375,0,calm
move,1765280863.544789,603.34765625,603.56640625,0,calm
move,1765280863.551947,601.91796875,605.46875,0,calm
move,1765280863.5579169,600.6953125,606.6875,0,calm
move,1765280863.5660002,594.375,610.4765625,0,calm
move,1765280863.5725598,581.1796875,618.11328125,0,calm
move,1765280863.580514,576.51953125,620.44140625,0,calm
move,1765280863.58762,565.66796875,625.1875,0,calm
move,1765280863.595469,553.375,629.28125,0,calm
move,1765280863.6024718,542.609375,632.64453125,0,calm
move,1765280863.610591,533.3671875,635.94140625,0,calm
move,1765280863.6176598,524.78515625,640.55859375,0,calm
move,1765280863.6256661,524.4921875,641.4296875,0,calm
move,1765280863.632714,524.4921875,641.88671875,0,calm
move,1765280863.640859,524.71875,642.34375,0,calm
move,1765280863.647979,525.58984375,642.6328125,0,calm
move,1765280863.655988,528.71875,643.15234375,0,calm
move,1765280863.662913,533.375,644.31640625,0,calm
move,1765280863.6710742,538.03125,644.8984375,0,calm
move,1765280863.6779299,544.21484375,644.8984375,0,calm
move,1765280863.6859882,550.3984375,645.515625,0,calm
move,1765280863.6929002,556.58203125,645.515625,0,calm
move,1765280863.700929,562.765625,645.515625,0,calm
move,1765280863.707867,563.22265625,645.28515625,0,calm
move,1765280863.715944,563.22265625,645.0546875,0,calm
move,1765280863.722904,563.22265625,644.82421875,0,calm
move,1765280863.7308748,562.9296875,643.94921875,0,calm
move,1765280863.737886,560.703125,640.609375,0,calm
move,1765280863.745732,557.20703125,637.11328125,0,calm
move,1765280863.7528162,552.98828125,633.49609375,0,calm
move,1765280863.760695,547.41796875,629.78125,0,calm
move,1765280863.7677839,544.8046875,627.69140625,0,calm
move,1765280863.775737,539.1171875,623.26953125,0,calm
move,1765280863.784627,531.9453125,618.703125,0,calm
move,1765280863.792531,525.625,614.91015625,0,calm
move,1765280863.799598,519.1953125,609.765625,0,calm
move,1765280863.80655,512.0234375,605.19921875,0,calm
move,1765280863.8145652,504.8515625,600.6328125,0,calm
move,1765280863.8228211,497.02734375,596.06640625,0,calm
move,1765280863.8296478,489.10546875,590.78515625,0,calm
move,1765280863.837405,481.18359375,585.50390625,0,calm
move,1765280863.8443499,473.1796875,579.5,0,calm
move,1765280863.852439,465.10546875,572.09765625,0,calm
move,1765280863.8585322,456.2890625,564.63671875,0,calm
move,1765280863.8655932,452.94921875,561.8515625,0,calm
move,1765280863.874573,444.875,554.44921875,0,calm
move,1765280863.88258,437.61328125,547.84765625,0,calm
move,1765280863.889792,431.01171875,541.24609375,0,calm
move,1765280863.897723,425.0703125,533.984375,0,calm
move,1765280863.904578,419.92578125,527.5546875,0,calm
move,1765280863.91251,416.1328125,521.234375,0,calm
move,1765280863.919638,412.97265625,514.9140625,0,calm
move,1765280863.927707,409.8125,508.59375,0,calm
move,1765280863.93479,407.953125,502.40625,0,calm
move,1765280863.942184,406.14453125,496.984375,0,calm
move,1765280863.94911,404.39453125,492.32421875,0,calm
move,1765280863.957068,402.49609375,485.375,0,calm
move,1765280863.962372,401.2578125,479.1875,0,calm
move,1765280863.9715042,399.3984375,473.0,0,calm
move,1765280863.979563,397.5390625,466.8125,0,calm
move,1765280863.987621,395.0625,460.625,0,calm
move,1765280863.994715,390.44140625,452.04296875,0,calm
move,1765280864.002799,386.7265625,446.47265625,0,calm
move,1765280864.00974,383.7109375,441.65234375,0,calm
move,1765280864.0178182,379.4921875,438.03515625,0,calm
move,1765280864.024718,376.70703125,434.6953125,0,calm
move,1765280864.0328069,372.48828125,430.4765625,0,calm
move,1765280864.0395808,368.87109375,426.2578125,0,calm
move,1765280864.047575,366.96484375,424.3515625,0,calm
move,1765280864.0546072,362.6328125,419.40234375,0,calm
move,1765280864.0625439,358.91796875,413.83203125,0,calm
move,1765280864.067777,355.203125,408.8828125,0,calm
move,1765280864.0776021,351.48828125,403.93359375,0,calm
move,1765280864.084602,348.57421875,399.85546875,0,calm
move,1765280864.0915682,345.66015625,395.77734375,0,calm
move,1765280864.099602,343.328125,391.69921875,0,calm
move,1765280864.115146,341.1015625,388.359375,0,calm
move,1765280864.1153338,338.76953125,384.28125,0,calm
move,1765280864.122858,337.203125,381.1484375,0,calm
move,1765280864.1297731,334.9765625,377.80859375,0,calm
move,1765280864.137822,334.68359375,376.93359375,0,calm
move,1765280864.144703,333.1171875,373.80078125,0,calm
move,1765280864.152429,330.78515625,369.72265625,0,calm
move,1765280864.159369,328.55859375,366.3828125,0,calm
move,1765280864.166613,325.54296875,361.5625,0,calm
move,1765280864.1725461,322.62890625,357.484375,0,calm
move,1765280864.182396,319.71484375,353.40625,0,calm
move,1765280864.1895838,316.80078125,349.328125,0,calm
move,1765280864.197543,314.015625,345.98828125,0,calm
move,1765280864.2047858,311.1015625,341.91015625,0,calm
move,1765280864.212704,307.60546875,338.4140625,0,calm
move,1765280864.2198029,305.515625,335.80078125,0,calm
move,1765280864.227731,304.640625,335.21484375,0,calm
move,1765280864.234852,301.85546875,331.875,0,calm
move,1765280864.2428071,299.0703125,328.53515625,0,calm
move,1765280864.249811,295.57421875,325.0390625,0,calm
move,1765280864.2577121,292.078125,321.54296875,0,calm
move,1765280864.2648299,288.4609375,317.32421875,0,calm
move,1765280864.270957,284.2421875,313.10546875,0,calm
move,1765280864.2787368,280.0234375,308.88671875,0,calm
move,1765280864.287816,275.07421875,304.5546875,0,calm
move,1765280864.294688,270.85546875,300.9375,0,calm
move,1765280864.302794,266.63671875,297.3203125,0,calm
move,1765280864.309729,262.55859375,294.40625,0,calm
move,1765280864.317773,259.21875,291.62109375,0,calm
move,1765280864.3247302,258.34375,291.03515625,0,calm
move,1765280864.332793,255.73046875,288.9453125,0,calm
move,1765280864.339745,253.82421875,287.0390625,0,calm
move,1765280864.34761,251.0390625,284.25390625,0,calm
move,1765280864.35471,249.1328125,282.82421875,0,calm
move,1765280864.36257,247.703125,280.91796875,0,calm
move,1765280864.3696141,245.08984375,278.828125,0,calm
move,1765280864.3754408,243.0,276.21484375,0,calm
move,1765280864.38339,240.38671875,274.125,0,calm
move,1765280864.3912268,237.6015625,270.78515625,0,calm
move,1765280864.399126,234.81640625,268.0,0,calm
move,1765280864.406304,232.91015625,266.09375,0,calm
move,1765280864.414266,232.44921875,265.6328125,0,calm
move,1765280864.422583,231.2265625,264.41015625,0,calm
move,1765280864.429369,230.640625,263.53515625,0,calm
move,1765280864.437521,229.41796875,262.3125,0,calm
move,1765280864.444442,228.1953125,261.08984375,0,calm
move,1765280864.452863,226.97265625,259.8671875,0,calm
move,1765280864.459598,225.54296875,257.9609375,0,calm
move,1765280864.467836,224.3203125,256.73828125,0,calm
move,1765280864.4739451,222.890625,254.83203125,0,calm
move,1765280864.480924,221.66796875,253.609375,0,calm
move,1765280864.489974,219.0546875,251.51953125,0,calm
move,1765280864.497982,216.26953125,248.734375,0,calm
move,1765280864.504844,212.05078125,244.515625,0,calm
move,1765280864.512735,211.46484375,243.640625,0,calm
move,1765280864.519786,208.125,240.85546875,0,calm
move,1765280864.527714,204.78515625,238.0703125,0,calm
move,1765280864.534806,202.0,235.28515625,0,calm
move,1765280864.54272,200.5703125,233.37890625,0,calm
move,1765280864.5497541,199.6953125,232.79296875,0,calm
move,1765280864.557236,197.7890625,231.36328125,0,calm
move,1765280864.564366,195.8828125,229.93359375,0,calm
move,1765280864.5723698,191.6640625,226.31640625,0,calm
move,1765280864.5776188,186.71484375,222.6015625,0,calm
move,1765280864.585891,182.63671875,219.6875,0,calm
move,1765280864.592779,179.140625,216.19140625,0,calm
move,1765280864.60096,178.265625,215.60546875,0,calm
move,1765280864.6078742,175.65234375,213.515625,0,calm
move,1765280864.6158788,173.74609375,211.609375,0,calm
move,1765280864.6233542,171.83984375,210.1796875,0,calm
move,1765280864.631093,169.2265625,208.08984375,0,calm
move,1765280864.6380339,166.61328125,206.0,0,calm
move,1765280864.645771,162.53515625,203.0859375,0,calm
move,1765280864.652863,158.45703125,200.171875,0,calm
move,1765280864.660764,154.37890625,197.2578125,0,calm
move,1765280864.667786,149.55859375,194.2421875,0,calm
move,1765280864.675767,144.73828125,191.2265625,0,calm
move,1765280864.682813,139.91796875,188.2109375,0,calm
move,1765280864.6893399,138.01171875,186.78125,0,calm
move,1765280864.697357,133.93359375,184.44921875,0,calm
move,1765280864.704438,130.59375,182.22265625,0,calm
move,1765280864.712425,127.25390625,179.99609375,0,calm
move,1765280864.72074,124.87109375,178.56640625,0,calm
move,1765280864.727691,122.48828125,177.61328125,0,calm
move,1765280864.735949,120.58203125,175.70703125,0,calm
move,1765280864.742843,117.44921875,174.140625,0,calm
move,1765280864.750973,115.06640625,172.7109375,0,calm
move,1765280864.75789,113.16015625,171.28125,0,calm
move,1765280864.765832,111.53125,170.87109375,0,calm
move,1765280864.772981,109.625,169.44140625,0,calm
move,1765280864.780869,107.99609375,168.625,0,calm
move,1765280864.78796,107.765625,168.625,0,calm
move,1765280864.7958772,106.890625,168.0390625,0,calm
move,1765280864.8029282,106.4296875,167.80859375,0,calm
move,1765280864.810869,106.19921875,167.578125,0,calm
move,1765280864.8249202,105.96875,167.34765625,0,calm
move,1765280864.893452,105.73828125,167.34765625,0,calm
move,1765280864.894377,105.73828125,167.1171875,0,calm
move,1765280864.908305,105.5078125,166.88671875,0,calm
move,1765280865.110702,105.96484375,166.88671875,0,calm
move,1765280865.120522,106.421875,166.88671875,0,calm
move,1765280865.12747,107.29296875,166.59375,0,calm
move,1765280865.135474,108.91796875,166.59375,0,calm
move,1765280865.142424,111.296875,166.59375,0,calm
move,1765280865.150524,112.921875,166.59375,0,calm
move,1765280865.165539,119.8671875,166.59375,0,calm
move,1765280865.17223,121.4921875,167.0,0,calm
move,1765280865.1872451,126.1484375,167.58203125,0,calm
move,1765280865.193336,127.7734375,167.98828125,0,calm
move,1765280865.202214,129.3984375,167.98828125,0,calm
move,1765280865.210176,130.26953125,168.27734375,0,calm
move,1765280865.217186,131.140625,168.27734375,0,calm
move,1765280865.225142,132.01171875,168.56640625,0,calm
move,1765280865.232237,133.63671875,168.56640625,0,calm
move,1765280865.240222,134.5078125,168.85546875,0,calm
move,1765280865.247106,136.1328125,168.85546875,0,calm
move,1765280865.254838,137.7578125,169.26171875,0,calm
move,1765280865.261725,140.13671875,169.734375,0,calm
move,1765280865.269848,142.515625,170.20703125,0,calm
move,1765280865.276787,145.64453125,170.7265625,0,calm
move,1765280865.283925,148.7734375,171.24609375,0,calm
move,1765280865.2919328,151.90234375,172.2890625,0,calm
move,1765280865.297075,155.03125,172.80859375,0,calm
move,1765280865.305844,158.16015625,173.8515625,0,calm
move,1765280865.313845,161.2890625,174.37109375,0,calm
move,1765280865.3221738,169.0,176.296875,0,calm
move,1765280865.3301032,172.12890625,176.81640625,0,calm
move,1765280865.3373928,176.0234375,177.92578125,0,calm
move,1765280865.344557,183.734375,179.2109375,0,calm
move,1765280865.352494,189.91796875,179.828125,0,calm
move,1765280865.360374,192.296875,180.30078125,0,calm
move,1765280865.367449,198.48046875,180.91796875,0,calm
move,1765280865.375364,205.42578125,182.1796875,0,calm
move,1765280865.38239,210.84375,182.1796875,0,calm
move,1765280865.390399,216.26171875,182.78125,0,calm
move,1765280865.3964758,221.6796875,182.78125,0,calm
move,1765280865.403521,227.09765625,183.3828125,0,calm
move,1765280865.412342,228.72265625,183.3828125,0,calm
move,1765280865.420414,238.72265625,184.046875,0,calm
move,1765280865.427365,239.59375,184.3359375,0,calm
move,1765280865.4354298,243.48828125,184.890625,0,calm
move,1765280865.442297,247.3828125,185.4453125,0,calm
move,1765280865.4503849,251.27734375,186.0,0,calm
move,1765280865.45732,255.171875,186.0,0,calm
move,1765280865.4655092,259.06640625,187.109375,0,calm
move,1765280865.472329,262.1953125,187.62890625,0,calm
move,1765280865.480358,265.32421875,188.1484375,0,calm
move,1765280865.487374,268.453125,188.1484375,0,calm
move,1765280865.495308,271.58203125,188.66796875,0,calm
move,1765280865.5005472,273.9609375,188.66796875,0,calm
move,1765280865.510329,274.41796875,188.89453125,0,calm
move,1765280865.517368,279.07421875,188.89453125,0,calm
move,1765280865.5253341,279.9453125,189.18359375,0,calm
move,1765280865.532479,281.5703125,189.18359375,0,calm
move,1765280865.539117,283.94921875,189.65625,0,calm
move,1765280865.547668,286.328125,189.65625,0,calm
move,1765280865.555491,289.45703125,190.17578125,0,calm
move,1765280865.562685,293.3515625,190.73046875,0,calm
move,1765280865.57053,298.76953125,191.93359375,0,calm
move,1765280865.577606,304.1875,192.53515625,0,calm
move,1765280865.5846999,310.37109375,193.15234375,0,calm
move,1765280865.592879,315.7890625,194.35546875,0,calm
move,1765280865.599645,321.97265625,194.97265625,0,calm
move,1765280865.6059158,323.59765625,195.37890625,0,calm
move,1765280865.614656,331.30859375,196.01953125,0,calm
move,1765280865.622736,335.96484375,196.6015625,0,calm
